uid,area,outages,customers,percent_out,dt_stamp
Caroline2023-12-01T02:15:34,Caroline,4,16195,0.025,12/01/2023 02:15:34 AM
Carroll2023-12-01T02:15:34,Carroll,0,76559,0.000,12/01/2023 02:15:34 AM
Cecil2023-12-01T02:15:34,Cecil,0,50422,0.000,12/01/2023 02:15:34 AM
Charles2023-12-01T02:15:34,Charles,0,71555,0.000,12/01/2023 02:15:34 AM
Dorchester2023-12-01T02:15:34,Dorchester,0,19786,0.000,12/01/2023 02:15:34 AM
Frederick2023-12-01T02:15:34,Frederick,0,116376,0.000,12/01/2023 02:15:34 AM
Garrett2023-12-01T02:15:34,Garrett,0,20424,0.000,12/01/2023 02:15:34 AM
Harford2023-12-01T02:15:34,Harford,4,114834,0.003,12/01/2023 02:15:34 AM
Howard2023-12-01T02:15:34,Howard,4,139366,0.003,12/01/2023 02:15:34 AM
Kent2023-12-01T02:15:34,Kent,0,12353,0.000,12/01/2023 02:15:34 AM
Montgomery2023-12-01T02:15:34,Montgomery,0,383403,0.000,12/01/2023 02:15:34 AM
Prince_George's2023-12-01T02:15:34,Prince George's,12,350580,0.003,12/01/2023 02:15:34 AM
Queen_Anne's2023-12-01T02:15:34,Queen Anne's,0,27555,0.000,12/01/2023 02:15:34 AM
Somerset2023-12-01T02:15:34,Somerset,0,11392,0.000,12/01/2023 02:15:34 AM
Washington2023-11-19T09:45:40,Washington,0,53965,0.000,11/19/2023 09:45:40 AM
St._Mary's2023-12-01T02:15:34,St. Mary's,0,56107,0.000,12/01/2023 02:15:34 AM
Talbot2023-12-01T02:15:34,Talbot,0,23712,0.000,12/01/2023 02:15:34 AM
Somerset2023-11-15T10:00:40,Somerset,4,11427,0.035,11/15/2023 10:00:40 AM
St._Mary's2023-11-15T10:00:40,St. Mary's,2,56107,0.004,11/15/2023 10:00:40 AM
Talbot2023-11-15T10:00:40,Talbot,0,23726,0.000,11/15/2023 10:00:40 AM
Wicomico2023-11-19T09:45:40,Wicomico,71,50337,0.141,11/19/2023 09:45:40 AM
Worcester2023-11-19T09:45:40,Worcester,0,60025,0.000,11/19/2023 09:45:40 AM
Allegany2023-11-19T10:00:36,Allegany,6,37284,0.016,11/19/2023 10:00:36 AM
Anne_Arundel2023-11-19T10:00:36,Anne Arundel,95,262724,0.036,11/19/2023 10:00:36 AM
Baltimore2023-11-19T10:00:36,Baltimore,20,378048,0.005,11/19/2023 10:00:36 AM
Baltimore_City2023-11-19T10:00:36,Baltimore City,4,286737,0.001,11/19/2023 10:00:36 AM
Calvert2023-11-19T10:00:36,Calvert,1,41932,0.002,11/19/2023 10:00:36 AM
Allegany2023-12-01T03:15:36,Allegany,0,37286,0.000,12/01/2023 03:15:36 AM
Washington2023-12-01T02:15:34,Washington,1,53965,0.002,12/01/2023 02:15:34 AM
Wicomico2023-12-01T02:15:34,Wicomico,0,50293,0.000,12/01/2023 02:15:34 AM
Worcester2023-12-01T02:15:34,Worcester,0,59895,0.000,12/01/2023 02:15:34 AM
Anne_Arundel2023-12-01T03:15:36,Anne Arundel,4,262828,0.002,12/01/2023 03:15:36 AM
Baltimore2023-12-01T03:15:36,Baltimore,4,378245,0.001,12/01/2023 03:15:36 AM
Baltimore_City2023-12-01T03:15:36,Baltimore City,99,287029,0.034,12/01/2023 03:15:36 AM
Calvert2023-12-01T03:15:36,Calvert,19,41937,0.045,12/01/2023 03:15:36 AM
Caroline2023-12-01T03:15:36,Caroline,0,16195,0.000,12/01/2023 03:15:36 AM
Carroll2023-12-01T03:15:36,Carroll,0,76559,0.000,12/01/2023 03:15:36 AM
Cecil2023-12-01T03:15:36,Cecil,0,50422,0.000,12/01/2023 03:15:36 AM
Charles2023-12-01T03:15:36,Charles,0,71555,0.000,12/01/2023 03:15:36 AM
Dorchester2023-12-01T03:15:36,Dorchester,0,19786,0.000,12/01/2023 03:15:36 AM
Frederick2023-12-01T03:15:36,Frederick,0,116376,0.000,12/01/2023 03:15:36 AM
Garrett2023-12-01T03:15:36,Garrett,0,20424,0.000,12/01/2023 03:15:36 AM
Harford2023-12-01T03:15:36,Harford,4,114834,0.003,12/01/2023 03:15:36 AM
Caroline2023-11-19T10:00:36,Caroline,55,16283,0.338,11/19/2023 10:00:36 AM
Carroll2023-11-19T10:00:36,Carroll,7,76549,0.009,11/19/2023 10:00:36 AM
Cecil2023-11-19T10:00:36,Cecil,0,50437,0.000,11/19/2023 10:00:36 AM
Charles2023-11-19T10:00:36,Charles,0,71555,0.000,11/19/2023 10:00:36 AM
Dorchester2023-11-19T10:00:36,Dorchester,4,19981,0.020,11/19/2023 10:00:36 AM
Frederick2023-11-19T10:00:36,Frederick,0,116375,0.000,11/19/2023 10:00:36 AM
Garrett2023-11-19T10:00:36,Garrett,0,20424,0.000,11/19/2023 10:00:36 AM
Harford2023-11-19T10:00:36,Harford,4,114808,0.003,11/19/2023 10:00:36 AM
Washington2023-11-15T10:00:40,Washington,1,53964,0.002,11/15/2023 10:00:40 AM
Howard2023-11-19T10:00:36,Howard,20,139315,0.014,11/19/2023 10:00:36 AM
Kent2023-11-19T10:00:36,Kent,0,12369,0.000,11/19/2023 10:00:36 AM
Montgomery2023-11-19T10:00:36,Montgomery,172,383408,0.045,11/19/2023 10:00:36 AM
Howard2023-12-01T03:15:36,Howard,4,139366,0.003,12/01/2023 03:15:36 AM
Kent2023-12-01T03:15:36,Kent,0,12353,0.000,12/01/2023 03:15:36 AM
Montgomery2023-12-01T03:15:36,Montgomery,4,383403,0.001,12/01/2023 03:15:36 AM
Prince_George's2023-12-01T03:15:36,Prince George's,12,350580,0.003,12/01/2023 03:15:36 AM
Queen_Anne's2023-12-01T03:15:36,Queen Anne's,0,27555,0.000,12/01/2023 03:15:36 AM
Wicomico2023-11-15T10:00:40,Wicomico,1,50330,0.002,11/15/2023 10:00:40 AM
Worcester2023-11-15T10:00:40,Worcester,2,60027,0.003,11/15/2023 10:00:40 AM
Prince_George's2023-11-19T10:00:36,Prince George's,4,350565,0.001,11/19/2023 10:00:36 AM
Queen_Anne's2023-11-19T10:00:36,Queen Anne's,0,27556,0.000,11/19/2023 10:00:36 AM
Somerset2023-11-19T10:00:36,Somerset,0,11428,0.000,11/19/2023 10:00:36 AM
St._Mary's2023-11-19T10:00:36,St. Mary's,0,56107,0.000,11/19/2023 10:00:36 AM
Talbot2023-11-19T10:00:36,Talbot,0,23721,0.000,11/19/2023 10:00:36 AM
Washington2023-11-19T10:00:36,Washington,0,53965,0.000,11/19/2023 10:00:36 AM
Wicomico2023-11-19T10:00:36,Wicomico,71,50337,0.141,11/19/2023 10:00:36 AM
Worcester2023-11-19T10:00:36,Worcester,0,60025,0.000,11/19/2023 10:00:36 AM
Allegany2023-11-19T10:30:34,Allegany,6,37284,0.016,11/19/2023 10:30:34 AM
Anne_Arundel2023-11-19T10:30:34,Anne Arundel,95,262724,0.036,11/19/2023 10:30:34 AM
Baltimore2023-11-19T10:30:34,Baltimore,4,378048,0.001,11/19/2023 10:30:34 AM
Baltimore_City2023-11-19T10:30:34,Baltimore City,4,286737,0.001,11/19/2023 10:30:34 AM
Calvert2023-11-19T10:30:34,Calvert,1,41932,0.002,11/19/2023 10:30:34 AM
Caroline2023-11-19T10:30:34,Caroline,55,16283,0.338,11/19/2023 10:30:34 AM
Carroll2023-11-19T10:30:34,Carroll,7,76549,0.009,11/19/2023 10:30:34 AM
Cecil2023-11-19T10:30:34,Cecil,0,50437,0.000,11/19/2023 10:30:34 AM
Charles2023-11-19T10:30:34,Charles,6,71555,0.008,11/19/2023 10:30:34 AM
Allegany2023-11-19T10:15:36,Allegany,6,37284,0.016,11/19/2023 10:15:36 AM
Anne_Arundel2023-11-19T10:15:36,Anne Arundel,95,262724,0.036,11/19/2023 10:15:36 AM
Baltimore2023-11-19T10:15:36,Baltimore,20,378048,0.005,11/19/2023 10:15:36 AM
Baltimore_City2023-11-19T10:15:36,Baltimore City,4,286737,0.001,11/19/2023 10:15:36 AM
Calvert2023-11-19T10:15:36,Calvert,1,41932,0.002,11/19/2023 10:15:36 AM
Caroline2023-11-19T10:15:36,Caroline,55,16283,0.338,11/19/2023 10:15:36 AM
Carroll2023-11-19T10:15:36,Carroll,7,76549,0.009,11/19/2023 10:15:36 AM
Cecil2023-11-19T10:15:36,Cecil,0,50437,0.000,11/19/2023 10:15:36 AM
Charles2023-11-19T10:15:36,Charles,6,71555,0.008,11/19/2023 10:15:36 AM
Dorchester2023-11-19T10:15:36,Dorchester,4,19981,0.020,11/19/2023 10:15:36 AM
Frederick2023-11-19T10:15:36,Frederick,0,116375,0.000,11/19/2023 10:15:36 AM
Garrett2023-11-19T10:15:36,Garrett,0,20424,0.000,11/19/2023 10:15:36 AM
Harford2023-11-19T10:15:36,Harford,4,114808,0.003,11/19/2023 10:15:36 AM
Howard2023-11-19T10:15:36,Howard,20,139315,0.014,11/19/2023 10:15:36 AM
Kent2023-11-19T10:15:36,Kent,0,12369,0.000,11/19/2023 10:15:36 AM
Montgomery2023-11-19T10:15:36,Montgomery,168,383408,0.044,11/19/2023 10:15:36 AM
Prince_George's2023-11-19T10:15:36,Prince George's,4,350565,0.001,11/19/2023 10:15:36 AM
Queen_Anne's2023-11-19T10:15:36,Queen Anne's,0,27556,0.000,11/19/2023 10:15:36 AM
Somerset2023-11-19T10:15:36,Somerset,0,11428,0.000,11/19/2023 10:15:36 AM
St._Mary's2023-11-19T10:15:36,St. Mary's,0,56107,0.000,11/19/2023 10:15:36 AM
Talbot2023-11-19T10:15:36,Talbot,0,23721,0.000,11/19/2023 10:15:36 AM
Washington2023-11-19T10:15:36,Washington,0,53965,0.000,11/19/2023 10:15:36 AM
Wicomico2023-11-19T10:15:36,Wicomico,71,50337,0.141,11/19/2023 10:15:36 AM
Allegany2023-12-01T02:30:34,Allegany,0,37286,0.000,12/01/2023 02:30:34 AM
Anne_Arundel2023-12-01T02:30:34,Anne Arundel,4,262828,0.002,12/01/2023 02:30:34 AM
Baltimore2023-12-01T02:30:34,Baltimore,4,378245,0.001,12/01/2023 02:30:34 AM
Baltimore_City2023-12-01T02:30:34,Baltimore City,96,287029,0.033,12/01/2023 02:30:34 AM
Calvert2023-12-01T02:30:34,Calvert,19,41937,0.045,12/01/2023 02:30:34 AM
Caroline2023-12-01T02:30:34,Caroline,0,16195,0.000,12/01/2023 02:30:34 AM
Carroll2023-12-01T02:30:34,Carroll,0,76559,0.000,12/01/2023 02:30:34 AM
Cecil2023-12-01T02:30:34,Cecil,0,50422,0.000,12/01/2023 02:30:34 AM
Charles2023-12-01T02:30:34,Charles,0,71555,0.000,12/01/2023 02:30:34 AM
Dorchester2023-12-01T02:30:34,Dorchester,0,19786,0.000,12/01/2023 02:30:34 AM
Frederick2023-12-01T02:30:34,Frederick,0,116376,0.000,12/01/2023 02:30:34 AM
Garrett2023-12-01T02:30:34,Garrett,0,20424,0.000,12/01/2023 02:30:34 AM
Harford2023-12-01T02:30:34,Harford,4,114834,0.003,12/01/2023 02:30:34 AM
Howard2023-12-01T02:30:34,Howard,4,139366,0.003,12/01/2023 02:30:34 AM
Kent2023-12-01T02:30:34,Kent,0,12353,0.000,12/01/2023 02:30:34 AM
Montgomery2023-12-01T02:30:34,Montgomery,0,383403,0.000,12/01/2023 02:30:34 AM
Prince_George's2023-12-01T02:30:34,Prince George's,12,350580,0.003,12/01/2023 02:30:34 AM
Queen_Anne's2023-12-01T02:30:34,Queen Anne's,0,27555,0.000,12/01/2023 02:30:34 AM
Somerset2023-12-01T02:30:34,Somerset,0,11392,0.000,12/01/2023 02:30:34 AM
St._Mary's2023-12-01T02:30:34,St. Mary's,0,56107,0.000,12/01/2023 02:30:34 AM
Talbot2023-12-01T02:30:34,Talbot,0,23712,0.000,12/01/2023 02:30:34 AM
Washington2023-12-01T02:30:34,Washington,1,53965,0.002,12/01/2023 02:30:34 AM
Wicomico2023-12-01T02:30:34,Wicomico,0,50293,0.000,12/01/2023 02:30:34 AM
Worcester2023-12-01T02:30:34,Worcester,0,59895,0.000,12/01/2023 02:30:34 AM
Allegany2023-11-15T10:15:35,Allegany,31,37284,0.083,11/15/2023 10:15:35 AM
Anne_Arundel2023-11-15T10:15:35,Anne Arundel,20,262578,0.008,11/15/2023 10:15:35 AM
Baltimore2023-11-15T10:15:35,Baltimore,51,377980,0.013,11/15/2023 10:15:35 AM
Worcester2023-11-19T10:15:36,Worcester,4,60025,0.007,11/19/2023 10:15:36 AM
Allegany2023-12-01T02:45:34,Allegany,0,37286,0.000,12/01/2023 02:45:34 AM
Anne_Arundel2023-12-01T02:45:34,Anne Arundel,4,262828,0.002,12/01/2023 02:45:34 AM
Baltimore_City2023-11-15T10:15:35,Baltimore City,51,286529,0.018,11/15/2023 10:15:35 AM
Calvert2023-11-15T10:15:35,Calvert,3,41932,0.007,11/15/2023 10:15:35 AM
Caroline2023-11-15T10:15:35,Caroline,0,16280,0.000,11/15/2023 10:15:35 AM
Carroll2023-11-15T10:15:35,Carroll,0,76539,0.000,11/15/2023 10:15:35 AM
Cecil2023-11-15T10:15:35,Cecil,15,50451,0.030,11/15/2023 10:15:35 AM
Charles2023-11-15T10:15:35,Charles,3,71555,0.004,11/15/2023 10:15:35 AM
Dorchester2023-11-15T10:15:35,Dorchester,5,19964,0.025,11/15/2023 10:15:35 AM
Frederick2023-11-15T10:15:35,Frederick,17,116374,0.015,11/15/2023 10:15:35 AM
Garrett2023-11-15T10:15:35,Garrett,0,20424,0.000,11/15/2023 10:15:35 AM
Harford2023-11-15T10:15:35,Harford,0,114782,0.000,11/15/2023 10:15:35 AM
Howard2023-11-15T10:15:35,Howard,0,139318,0.000,11/15/2023 10:15:35 AM
Kent2023-11-15T10:15:35,Kent,0,12365,0.000,11/15/2023 10:15:35 AM
Montgomery2023-11-15T10:15:35,Montgomery,84,383405,0.022,11/15/2023 10:15:35 AM
Prince_George's2023-11-15T10:15:35,Prince George's,32,350538,0.009,11/15/2023 10:15:35 AM
Queen_Anne's2023-11-15T10:15:35,Queen Anne's,0,27553,0.000,11/15/2023 10:15:35 AM
Somerset2023-11-15T10:15:35,Somerset,4,11427,0.035,11/15/2023 10:15:35 AM
St._Mary's2023-11-15T10:15:35,St. Mary's,2,56107,0.004,11/15/2023 10:15:35 AM
Talbot2023-11-15T10:15:35,Talbot,0,23726,0.000,11/15/2023 10:15:35 AM
Washington2023-11-15T10:15:35,Washington,1,53964,0.002,11/15/2023 10:15:35 AM
Wicomico2023-11-15T10:15:35,Wicomico,1,50329,0.002,11/15/2023 10:15:35 AM
Montgomery2023-11-20T19:15:36,Montgomery,0,383408,0.000,11/20/2023 07:15:36 PM
Prince_George's2023-11-20T19:15:36,Prince George's,4,350565,0.001,11/20/2023 07:15:36 PM
Queen_Anne's2023-11-20T19:15:36,Queen Anne's,0,27554,0.000,11/20/2023 07:15:36 PM
Somerset2023-11-20T19:15:36,Somerset,0,11415,0.000,11/20/2023 07:15:36 PM
Baltimore2023-12-01T02:45:34,Baltimore,4,378245,0.001,12/01/2023 02:45:34 AM
Baltimore_City2023-12-01T02:45:34,Baltimore City,98,287029,0.034,12/01/2023 02:45:34 AM
Calvert2023-12-01T02:45:34,Calvert,19,41937,0.045,12/01/2023 02:45:34 AM
Caroline2023-12-01T02:45:34,Caroline,0,16195,0.000,12/01/2023 02:45:34 AM
Carroll2023-12-01T02:45:34,Carroll,0,76559,0.000,12/01/2023 02:45:34 AM
Cecil2023-12-01T02:45:34,Cecil,0,50422,0.000,12/01/2023 02:45:34 AM
Charles2023-12-01T02:45:34,Charles,0,71555,0.000,12/01/2023 02:45:34 AM
Dorchester2023-12-01T02:45:34,Dorchester,0,19786,0.000,12/01/2023 02:45:34 AM
Frederick2023-12-01T02:45:34,Frederick,0,116376,0.000,12/01/2023 02:45:34 AM
Garrett2023-12-01T02:45:34,Garrett,0,20424,0.000,12/01/2023 02:45:34 AM
Harford2023-12-01T02:45:34,Harford,4,114834,0.003,12/01/2023 02:45:34 AM
Howard2023-12-01T02:45:34,Howard,4,139366,0.003,12/01/2023 02:45:34 AM
Kent2023-12-01T02:45:34,Kent,0,12353,0.000,12/01/2023 02:45:34 AM
Montgomery2023-12-01T02:45:34,Montgomery,4,383403,0.001,12/01/2023 02:45:34 AM
Prince_George's2023-12-01T02:45:34,Prince George's,12,350580,0.003,12/01/2023 02:45:34 AM
Queen_Anne's2023-12-01T02:45:34,Queen Anne's,0,27555,0.000,12/01/2023 02:45:34 AM
St._Mary's2023-11-20T19:15:36,St. Mary's,4,56107,0.007,11/20/2023 07:15:36 PM
Dorchester2023-11-19T10:30:34,Dorchester,4,19981,0.020,11/19/2023 10:30:34 AM
Frederick2023-11-19T10:30:34,Frederick,72,116375,0.062,11/19/2023 10:30:34 AM
Garrett2023-11-19T10:30:34,Garrett,0,20424,0.000,11/19/2023 10:30:34 AM
Harford2023-11-19T10:30:34,Harford,4,114808,0.003,11/19/2023 10:30:34 AM
Howard2023-11-19T10:30:34,Howard,20,139315,0.014,11/19/2023 10:30:34 AM
Kent2023-11-19T10:30:34,Kent,0,12369,0.000,11/19/2023 10:30:34 AM
Montgomery2023-11-19T10:30:34,Montgomery,168,383408,0.044,11/19/2023 10:30:34 AM
Prince_George's2023-11-19T10:30:34,Prince George's,4,350565,0.001,11/19/2023 10:30:34 AM
Queen_Anne's2023-11-19T10:30:34,Queen Anne's,0,27556,0.000,11/19/2023 10:30:34 AM
Somerset2023-11-19T10:30:34,Somerset,0,11428,0.000,11/19/2023 10:30:34 AM
St._Mary's2023-11-19T10:30:34,St. Mary's,0,56107,0.000,11/19/2023 10:30:34 AM
Talbot2023-11-19T10:30:34,Talbot,0,23721,0.000,11/19/2023 10:30:34 AM
Washington2023-11-19T10:30:34,Washington,0,53965,0.000,11/19/2023 10:30:34 AM
Wicomico2023-11-19T10:30:34,Wicomico,71,50337,0.141,11/19/2023 10:30:34 AM
Somerset2023-12-01T02:45:34,Somerset,0,11392,0.000,12/01/2023 02:45:34 AM
St._Mary's2023-12-01T02:45:34,St. Mary's,0,56107,0.000,12/01/2023 02:45:34 AM
Talbot2023-12-01T02:45:34,Talbot,0,23712,0.000,12/01/2023 02:45:34 AM
Washington2023-12-01T02:45:34,Washington,1,53965,0.002,12/01/2023 02:45:34 AM
Wicomico2023-12-01T02:45:34,Wicomico,0,50293,0.000,12/01/2023 02:45:34 AM
Worcester2023-12-01T02:45:34,Worcester,0,59895,0.000,12/01/2023 02:45:34 AM
Worcester2023-11-15T10:15:35,Worcester,2,60026,0.003,11/15/2023 10:15:35 AM
Anne_Arundel2023-11-16T16:30:35,Anne Arundel,4,262671,0.002,11/16/2023 04:30:35 PM
Baltimore2023-11-16T16:30:35,Baltimore,39,377937,0.010,11/16/2023 04:30:35 PM
Baltimore_City2023-11-16T16:30:35,Baltimore City,5,286574,0.002,11/16/2023 04:30:35 PM
Calvert2023-11-16T16:30:35,Calvert,0,41931,0.000,11/16/2023 04:30:35 PM
Caroline2023-11-16T16:30:35,Caroline,1,16257,0.006,11/16/2023 04:30:35 PM
Worcester2023-11-19T10:30:34,Worcester,0,60025,0.000,11/19/2023 10:30:34 AM
Talbot2023-11-20T19:15:36,Talbot,0,23700,0.000,11/20/2023 07:15:36 PM
Washington2023-11-20T19:15:36,Washington,0,53965,0.000,11/20/2023 07:15:36 PM
Wicomico2023-11-20T19:15:36,Wicomico,4,50305,0.008,11/20/2023 07:15:36 PM
Worcester2023-11-20T19:15:36,Worcester,0,59998,0.000,11/20/2023 07:15:36 PM
Allegany2023-11-22T10:15:35,Allegany,0,37286,0.000,11/22/2023 10:15:35 AM
Anne_Arundel2023-11-22T10:15:35,Anne Arundel,68,262731,0.026,11/22/2023 10:15:35 AM
Baltimore2023-11-22T10:15:35,Baltimore,110,378074,0.029,11/22/2023 10:15:35 AM
Somerset2023-12-01T03:15:36,Somerset,0,11392,0.000,12/01/2023 03:15:36 AM
St._Mary's2023-12-01T03:15:36,St. Mary's,0,56107,0.000,12/01/2023 03:15:36 AM
Allegany2023-12-01T03:00:35,Allegany,0,37286,0.000,12/01/2023 03:00:35 AM
Allegany2023-11-15T10:30:39,Allegany,10,37284,0.027,11/15/2023 10:30:39 AM
Anne_Arundel2023-11-15T10:30:39,Anne Arundel,20,262578,0.008,11/15/2023 10:30:39 AM
Allegany2023-11-19T10:45:34,Allegany,0,37284,0.000,11/19/2023 10:45:34 AM
Anne_Arundel2023-11-19T10:45:34,Anne Arundel,62,262724,0.024,11/19/2023 10:45:34 AM
Baltimore2023-11-19T10:45:34,Baltimore,4,378048,0.001,11/19/2023 10:45:34 AM
Baltimore_City2023-11-19T10:45:34,Baltimore City,4,286737,0.001,11/19/2023 10:45:34 AM
Calvert2023-11-19T10:45:34,Calvert,1,41932,0.002,11/19/2023 10:45:34 AM
Caroline2023-11-19T10:45:34,Caroline,55,16283,0.338,11/19/2023 10:45:34 AM
Carroll2023-11-19T10:45:34,Carroll,7,76549,0.009,11/19/2023 10:45:34 AM
Cecil2023-11-19T10:45:34,Cecil,0,50437,0.000,11/19/2023 10:45:34 AM
Charles2023-11-19T10:45:34,Charles,6,71555,0.008,11/19/2023 10:45:34 AM
Dorchester2023-11-19T10:45:34,Dorchester,0,19981,0.000,11/19/2023 10:45:34 AM
Frederick2023-11-19T10:45:34,Frederick,72,116375,0.062,11/19/2023 10:45:34 AM
Garrett2023-11-19T10:45:34,Garrett,0,20424,0.000,11/19/2023 10:45:34 AM
Harford2023-11-19T10:45:34,Harford,4,114808,0.003,11/19/2023 10:45:34 AM
Howard2023-11-19T10:45:34,Howard,20,139315,0.014,11/19/2023 10:45:34 AM
Kent2023-11-19T10:45:34,Kent,0,12369,0.000,11/19/2023 10:45:34 AM
Montgomery2023-11-19T10:45:34,Montgomery,168,383408,0.044,11/19/2023 10:45:34 AM
Prince_George's2023-11-19T10:45:34,Prince George's,4,350565,0.001,11/19/2023 10:45:34 AM
Queen_Anne's2023-11-19T10:45:34,Queen Anne's,0,27556,0.000,11/19/2023 10:45:34 AM
Somerset2023-11-19T10:45:34,Somerset,0,11428,0.000,11/19/2023 10:45:34 AM
St._Mary's2023-11-19T10:45:34,St. Mary's,0,56107,0.000,11/19/2023 10:45:34 AM
Talbot2023-11-19T10:45:34,Talbot,0,23721,0.000,11/19/2023 10:45:34 AM
Washington2023-11-19T10:45:34,Washington,0,53965,0.000,11/19/2023 10:45:34 AM
Anne_Arundel2023-12-01T03:00:35,Anne Arundel,4,262828,0.002,12/01/2023 03:00:35 AM
Baltimore2023-12-01T03:00:35,Baltimore,4,378245,0.001,12/01/2023 03:00:35 AM
Baltimore_City2023-12-01T03:00:35,Baltimore City,98,287029,0.034,12/01/2023 03:00:35 AM
Calvert2023-12-01T03:00:35,Calvert,19,41937,0.045,12/01/2023 03:00:35 AM
Caroline2023-12-01T03:00:35,Caroline,0,16195,0.000,12/01/2023 03:00:35 AM
Carroll2023-12-01T03:00:35,Carroll,0,76559,0.000,12/01/2023 03:00:35 AM
Cecil2023-12-01T03:00:35,Cecil,0,50422,0.000,12/01/2023 03:00:35 AM
Charles2023-12-01T03:00:35,Charles,0,71555,0.000,12/01/2023 03:00:35 AM
Dorchester2023-12-01T03:00:35,Dorchester,0,19786,0.000,12/01/2023 03:00:35 AM
Frederick2023-12-01T03:00:35,Frederick,0,116376,0.000,12/01/2023 03:00:35 AM
Wicomico2023-11-19T10:45:34,Wicomico,0,50337,0.000,11/19/2023 10:45:34 AM
Garrett2023-12-01T03:00:35,Garrett,0,20424,0.000,12/01/2023 03:00:35 AM
Harford2023-12-01T03:00:35,Harford,4,114834,0.003,12/01/2023 03:00:35 AM
Howard2023-12-01T03:00:35,Howard,4,139366,0.003,12/01/2023 03:00:35 AM
Baltimore2023-11-15T10:30:39,Baltimore,49,377980,0.013,11/15/2023 10:30:39 AM
Baltimore_City2023-11-15T10:30:39,Baltimore City,55,286529,0.019,11/15/2023 10:30:39 AM
Calvert2023-11-15T10:30:39,Calvert,3,41932,0.007,11/15/2023 10:30:39 AM
Caroline2023-11-15T10:30:39,Caroline,0,16280,0.000,11/15/2023 10:30:39 AM
Carroll2023-11-15T10:30:39,Carroll,1,76539,0.001,11/15/2023 10:30:39 AM
Kent2023-12-01T03:00:35,Kent,0,12353,0.000,12/01/2023 03:00:35 AM
Montgomery2023-12-01T03:00:35,Montgomery,0,383403,0.000,12/01/2023 03:00:35 AM
Prince_George's2023-12-01T03:00:35,Prince George's,12,350580,0.003,12/01/2023 03:00:35 AM
Queen_Anne's2023-12-01T03:00:35,Queen Anne's,0,27555,0.000,12/01/2023 03:00:35 AM
Somerset2023-12-01T03:00:35,Somerset,0,11392,0.000,12/01/2023 03:00:35 AM
St._Mary's2023-12-01T03:00:35,St. Mary's,0,56107,0.000,12/01/2023 03:00:35 AM
Talbot2023-12-01T03:00:35,Talbot,0,23712,0.000,12/01/2023 03:00:35 AM
Washington2023-12-01T03:00:35,Washington,1,53965,0.002,12/01/2023 03:00:35 AM
Cecil2023-11-15T10:30:39,Cecil,15,50451,0.030,11/15/2023 10:30:39 AM
Charles2023-11-15T10:30:39,Charles,4,71555,0.006,11/15/2023 10:30:39 AM
Dorchester2023-11-15T10:30:39,Dorchester,5,19964,0.025,11/15/2023 10:30:39 AM
Frederick2023-11-15T10:30:39,Frederick,33,116374,0.028,11/15/2023 10:30:39 AM
Garrett2023-11-15T10:30:39,Garrett,1,20424,0.005,11/15/2023 10:30:39 AM
Harford2023-11-15T10:30:39,Harford,4,114782,0.003,11/15/2023 10:30:39 AM
Howard2023-11-15T10:30:39,Howard,0,139318,0.000,11/15/2023 10:30:39 AM
Kent2023-11-15T10:30:39,Kent,0,12365,0.000,11/15/2023 10:30:39 AM
Montgomery2023-11-15T10:30:39,Montgomery,84,383405,0.022,11/15/2023 10:30:39 AM
Prince_George's2023-11-15T10:30:39,Prince George's,32,350538,0.009,11/15/2023 10:30:39 AM
Queen_Anne's2023-11-15T10:30:39,Queen Anne's,0,27553,0.000,11/15/2023 10:30:39 AM
Somerset2023-11-15T10:30:39,Somerset,9,11427,0.079,11/15/2023 10:30:39 AM
St._Mary's2023-11-15T10:30:39,St. Mary's,1,56107,0.002,11/15/2023 10:30:39 AM
Talbot2023-11-15T10:30:39,Talbot,0,23726,0.000,11/15/2023 10:30:39 AM
Washington2023-11-15T10:30:39,Washington,1,53964,0.002,11/15/2023 10:30:39 AM
Wicomico2023-12-01T03:00:35,Wicomico,0,50293,0.000,12/01/2023 03:00:35 AM
Worcester2023-12-01T03:00:35,Worcester,0,59895,0.000,12/01/2023 03:00:35 AM
Talbot2023-12-01T03:15:36,Talbot,0,23712,0.000,12/01/2023 03:15:36 AM
Washington2023-12-01T03:15:36,Washington,1,53967,0.002,12/01/2023 03:15:36 AM
Worcester2023-11-19T10:45:34,Worcester,0,60025,0.000,11/19/2023 10:45:34 AM
Allegany2023-11-20T19:30:36,Allegany,0,37284,0.000,11/20/2023 07:30:36 PM
Anne_Arundel2023-11-20T19:30:36,Anne Arundel,4,262723,0.002,11/20/2023 07:30:36 PM
Baltimore2023-11-20T19:30:36,Baltimore,4,378045,0.001,11/20/2023 07:30:36 PM
Baltimore_City2023-11-20T19:30:36,Baltimore City,4,286702,0.001,11/20/2023 07:30:36 PM
Allegany2023-11-19T11:00:36,Allegany,0,37284,0.000,11/19/2023 11:00:36 AM
Anne_Arundel2023-11-19T11:00:36,Anne Arundel,6,262724,0.002,11/19/2023 11:00:36 AM
Baltimore2023-11-19T11:00:36,Baltimore,4,378048,0.001,11/19/2023 11:00:36 AM
Baltimore_City2023-11-19T11:00:36,Baltimore City,4,286737,0.001,11/19/2023 11:00:36 AM
Calvert2023-11-19T11:00:36,Calvert,1,41932,0.002,11/19/2023 11:00:36 AM
