uid,area,outages,customers,percent_out,dt_stamp
Baltimore_City2023-11-19T08:45:34,Baltimore City,4,286737,0.001,11/19/2023 08:45:34 AM
Carroll2023-11-16T16:15:36,Carroll,4,76541,0.005,11/16/2023 04:15:36 PM
Cecil2023-11-16T16:15:36,Cecil,0,50442,0.000,11/16/2023 04:15:36 PM
Charles2023-11-16T16:15:36,Charles,7,71555,0.010,11/16/2023 04:15:36 PM
Dorchester2023-11-16T16:15:36,Dorchester,0,19959,0.000,11/16/2023 04:15:36 PM
Calvert2023-11-19T08:45:34,Calvert,1,41932,0.002,11/19/2023 08:45:34 AM
Worcester2023-12-01T01:15:36,Worcester,0,59895,0.000,12/01/2023 01:15:36 AM
Allegany2023-12-01T01:30:36,Allegany,0,37286,0.000,12/01/2023 01:30:36 AM
Anne_Arundel2023-12-01T01:30:36,Anne Arundel,4,262828,0.002,12/01/2023 01:30:36 AM
Baltimore2023-12-01T01:30:36,Baltimore,4,378245,0.001,12/01/2023 01:30:36 AM
Baltimore_City2023-12-01T01:30:36,Baltimore City,8,287029,0.003,12/01/2023 01:30:36 AM
Calvert2023-12-01T01:30:36,Calvert,19,41937,0.045,12/01/2023 01:30:36 AM
Caroline2023-12-01T01:30:36,Caroline,5,16195,0.031,12/01/2023 01:30:36 AM
Caroline2023-11-19T08:45:34,Caroline,55,16283,0.338,11/19/2023 08:45:34 AM
Carroll2023-11-19T08:45:34,Carroll,4,76549,0.005,11/19/2023 08:45:34 AM
Cecil2023-11-19T08:45:34,Cecil,0,50437,0.000,11/19/2023 08:45:34 AM
Carroll2023-12-01T01:30:36,Carroll,0,76559,0.000,12/01/2023 01:30:36 AM
Cecil2023-12-01T01:30:36,Cecil,0,50422,0.000,12/01/2023 01:30:36 AM
Charles2023-12-01T01:30:36,Charles,0,71555,0.000,12/01/2023 01:30:36 AM
Allegany2023-11-15T09:30:35,Allegany,22,37284,0.059,11/15/2023 09:30:35 AM
Anne_Arundel2023-11-15T09:30:35,Anne Arundel,17,262578,0.006,11/15/2023 09:30:35 AM
Baltimore2023-11-15T09:30:35,Baltimore,38,377980,0.010,11/15/2023 09:30:35 AM
Baltimore_City2023-11-15T09:30:35,Baltimore City,51,286529,0.018,11/15/2023 09:30:35 AM
Calvert2023-11-15T09:30:35,Calvert,0,41932,0.000,11/15/2023 09:30:35 AM
Caroline2023-11-15T09:30:35,Caroline,0,16281,0.000,11/15/2023 09:30:35 AM
Charles2023-11-19T08:45:34,Charles,1,71555,0.001,11/19/2023 08:45:34 AM
Dorchester2023-11-19T08:45:34,Dorchester,4,19981,0.020,11/19/2023 08:45:34 AM
Frederick2023-11-19T08:45:34,Frederick,8,116375,0.007,11/19/2023 08:45:34 AM
Garrett2023-11-19T08:45:34,Garrett,0,20424,0.000,11/19/2023 08:45:34 AM
Harford2023-11-19T08:45:34,Harford,0,114808,0.000,11/19/2023 08:45:34 AM
Howard2023-11-19T08:45:34,Howard,35,139315,0.025,11/19/2023 08:45:34 AM
Kent2023-11-19T08:45:34,Kent,0,12369,0.000,11/19/2023 08:45:34 AM
Montgomery2023-11-19T08:45:34,Montgomery,131,383408,0.034,11/19/2023 08:45:34 AM
Prince_George's2023-11-19T08:45:34,Prince George's,5,350565,0.001,11/19/2023 08:45:34 AM
Queen_Anne's2023-11-19T08:45:34,Queen Anne's,0,27556,0.000,11/19/2023 08:45:34 AM
Somerset2023-11-19T08:45:34,Somerset,0,11428,0.000,11/19/2023 08:45:34 AM
St._Mary's2023-11-19T08:45:34,St. Mary's,0,56107,0.000,11/19/2023 08:45:34 AM
Talbot2023-11-19T08:45:34,Talbot,0,23724,0.000,11/19/2023 08:45:34 AM
Washington2023-11-19T08:45:34,Washington,0,53965,0.000,11/19/2023 08:45:34 AM
Wicomico2023-11-19T08:45:34,Wicomico,71,50337,0.141,11/19/2023 08:45:34 AM
Worcester2023-11-19T08:45:34,Worcester,0,60025,0.000,11/19/2023 08:45:34 AM
Dorchester2023-12-01T01:30:36,Dorchester,0,19786,0.000,12/01/2023 01:30:36 AM
Frederick2023-12-01T01:30:36,Frederick,0,116376,0.000,12/01/2023 01:30:36 AM
Garrett2023-12-01T01:30:36,Garrett,0,20424,0.000,12/01/2023 01:30:36 AM
Harford2023-12-01T01:30:36,Harford,4,114834,0.003,12/01/2023 01:30:36 AM
Howard2023-12-01T01:30:36,Howard,4,139366,0.003,12/01/2023 01:30:36 AM
Kent2023-12-01T01:30:36,Kent,0,12353,0.000,12/01/2023 01:30:36 AM
Montgomery2023-12-01T01:30:36,Montgomery,0,383403,0.000,12/01/2023 01:30:36 AM
Prince_George's2023-12-01T01:30:36,Prince George's,12,350580,0.003,12/01/2023 01:30:36 AM
Queen_Anne's2023-12-01T01:30:36,Queen Anne's,4,27555,0.015,12/01/2023 01:30:36 AM
Somerset2023-12-01T01:30:36,Somerset,0,11392,0.000,12/01/2023 01:30:36 AM
St._Mary's2023-12-01T01:30:36,St. Mary's,0,56107,0.000,12/01/2023 01:30:36 AM
Talbot2023-12-01T01:30:36,Talbot,0,23712,0.000,12/01/2023 01:30:36 AM
Washington2023-12-01T01:30:36,Washington,1,53965,0.002,12/01/2023 01:30:36 AM
Carroll2023-11-15T09:30:35,Carroll,0,76539,0.000,11/15/2023 09:30:35 AM
Cecil2023-11-15T09:30:35,Cecil,15,50451,0.030,11/15/2023 09:30:35 AM
Charles2023-11-15T09:30:35,Charles,3,71555,0.004,11/15/2023 09:30:35 AM
Dorchester2023-11-15T09:30:35,Dorchester,5,19965,0.025,11/15/2023 09:30:35 AM
Frederick2023-11-15T09:30:35,Frederick,16,116374,0.014,11/15/2023 09:30:35 AM
Garrett2023-11-15T09:30:35,Garrett,0,20424,0.000,11/15/2023 09:30:35 AM
Harford2023-11-15T09:30:35,Harford,0,114782,0.000,11/15/2023 09:30:35 AM
Allegany2023-11-19T09:00:36,Allegany,5,37284,0.013,11/19/2023 09:00:36 AM
Howard2023-11-15T09:30:35,Howard,0,139318,0.000,11/15/2023 09:30:35 AM
Kent2023-11-15T09:30:35,Kent,0,12365,0.000,11/15/2023 09:30:35 AM
Montgomery2023-11-15T09:30:35,Montgomery,18,383405,0.005,11/15/2023 09:30:35 AM
Prince_George's2023-11-15T09:30:35,Prince George's,13,350538,0.004,11/15/2023 09:30:35 AM
Queen_Anne's2023-11-15T09:30:35,Queen Anne's,0,27554,0.000,11/15/2023 09:30:35 AM
Somerset2023-11-15T09:30:35,Somerset,4,11427,0.035,11/15/2023 09:30:35 AM
Anne_Arundel2023-11-19T09:00:36,Anne Arundel,432,262724,0.164,11/19/2023 09:00:36 AM
Baltimore2023-11-19T09:00:36,Baltimore,17,378048,0.004,11/19/2023 09:00:36 AM
Baltimore_City2023-11-19T09:00:36,Baltimore City,4,286737,0.001,11/19/2023 09:00:36 AM
Calvert2023-11-19T09:00:36,Calvert,1,41932,0.002,11/19/2023 09:00:36 AM
Caroline2023-11-19T09:00:36,Caroline,55,16283,0.338,11/19/2023 09:00:36 AM
Carroll2023-11-19T09:00:36,Carroll,4,76549,0.005,11/19/2023 09:00:36 AM
Cecil2023-11-19T09:00:36,Cecil,0,50437,0.000,11/19/2023 09:00:36 AM
Charles2023-11-19T09:00:36,Charles,1,71555,0.001,11/19/2023 09:00:36 AM
Dorchester2023-11-19T09:00:36,Dorchester,4,19981,0.020,11/19/2023 09:00:36 AM
Frederick2023-11-19T09:00:36,Frederick,9,116375,0.008,11/19/2023 09:00:36 AM
Garrett2023-11-19T09:00:36,Garrett,0,20424,0.000,11/19/2023 09:00:36 AM
Harford2023-11-19T09:00:36,Harford,4,114808,0.003,11/19/2023 09:00:36 AM
Howard2023-11-19T09:00:36,Howard,35,139315,0.025,11/19/2023 09:00:36 AM
Kent2023-11-19T09:00:36,Kent,0,12369,0.000,11/19/2023 09:00:36 AM
Montgomery2023-11-19T09:00:36,Montgomery,179,383408,0.047,11/19/2023 09:00:36 AM
Prince_George's2023-11-19T09:00:36,Prince George's,13,350565,0.004,11/19/2023 09:00:36 AM
Queen_Anne's2023-11-19T09:00:36,Queen Anne's,0,27556,0.000,11/19/2023 09:00:36 AM
Somerset2023-11-19T09:00:36,Somerset,0,11428,0.000,11/19/2023 09:00:36 AM
St._Mary's2023-11-19T09:00:36,St. Mary's,0,56107,0.000,11/19/2023 09:00:36 AM
Talbot2023-11-19T09:00:36,Talbot,0,23724,0.000,11/19/2023 09:00:36 AM
Washington2023-11-19T09:00:36,Washington,0,53965,0.000,11/19/2023 09:00:36 AM
Wicomico2023-11-19T09:00:36,Wicomico,71,50337,0.141,11/19/2023 09:00:36 AM
Worcester2023-11-19T09:00:36,Worcester,0,60025,0.000,11/19/2023 09:00:36 AM
Wicomico2023-12-01T01:30:36,Wicomico,0,50293,0.000,12/01/2023 01:30:36 AM
Worcester2023-12-01T01:30:36,Worcester,0,59895,0.000,12/01/2023 01:30:36 AM
Allegany2023-12-01T02:00:42,Allegany,0,37286,0.000,12/01/2023 02:00:42 AM
Anne_Arundel2023-12-01T02:00:42,Anne Arundel,4,262828,0.002,12/01/2023 02:00:42 AM
Baltimore2023-12-01T02:00:42,Baltimore,4,378245,0.001,12/01/2023 02:00:42 AM
Baltimore_City2023-12-01T02:00:42,Baltimore City,8,287029,0.003,12/01/2023 02:00:42 AM
Calvert2023-12-01T02:00:42,Calvert,19,41937,0.045,12/01/2023 02:00:42 AM
Caroline2023-12-01T02:00:42,Caroline,4,16195,0.025,12/01/2023 02:00:42 AM
Carroll2023-12-01T02:00:42,Carroll,0,76559,0.000,12/01/2023 02:00:42 AM
Cecil2023-12-01T02:00:42,Cecil,0,50422,0.000,12/01/2023 02:00:42 AM
Charles2023-12-01T02:00:42,Charles,0,71555,0.000,12/01/2023 02:00:42 AM
Dorchester2023-12-01T02:00:42,Dorchester,0,19786,0.000,12/01/2023 02:00:42 AM
Frederick2023-12-01T02:00:42,Frederick,0,116376,0.000,12/01/2023 02:00:42 AM
Garrett2023-12-01T02:00:42,Garrett,0,20424,0.000,12/01/2023 02:00:42 AM
Harford2023-12-01T02:00:42,Harford,4,114834,0.003,12/01/2023 02:00:42 AM
St._Mary's2023-11-15T09:30:35,St. Mary's,6,56107,0.011,11/15/2023 09:30:35 AM
Allegany2023-11-19T09:15:36,Allegany,6,37284,0.016,11/19/2023 09:15:36 AM
Allegany2023-12-01T01:45:35,Allegany,0,37286,0.000,12/01/2023 01:45:35 AM
Anne_Arundel2023-12-01T01:45:35,Anne Arundel,4,262828,0.002,12/01/2023 01:45:35 AM
Baltimore2023-12-01T01:45:35,Baltimore,4,378245,0.001,12/01/2023 01:45:35 AM
Baltimore_City2023-12-01T01:45:35,Baltimore City,8,287029,0.003,12/01/2023 01:45:35 AM
Anne_Arundel2023-11-19T09:15:36,Anne Arundel,42,262724,0.016,11/19/2023 09:15:36 AM
Baltimore2023-11-19T09:15:36,Baltimore,36,378048,0.010,11/19/2023 09:15:36 AM
Baltimore_City2023-11-19T09:15:36,Baltimore City,4,286737,0.001,11/19/2023 09:15:36 AM
Calvert2023-11-19T09:15:36,Calvert,1,41932,0.002,11/19/2023 09:15:36 AM
Caroline2023-11-19T09:15:36,Caroline,55,16283,0.338,11/19/2023 09:15:36 AM
Carroll2023-11-19T09:15:36,Carroll,4,76549,0.005,11/19/2023 09:15:36 AM
Cecil2023-11-19T09:15:36,Cecil,0,50437,0.000,11/19/2023 09:15:36 AM
Charles2023-11-19T09:15:36,Charles,1,71555,0.001,11/19/2023 09:15:36 AM
Dorchester2023-11-19T09:15:36,Dorchester,4,19981,0.020,11/19/2023 09:15:36 AM
Frederick2023-11-19T09:15:36,Frederick,8,116375,0.007,11/19/2023 09:15:36 AM
Calvert2023-12-01T01:45:35,Calvert,19,41937,0.045,12/01/2023 01:45:35 AM
Caroline2023-12-01T01:45:35,Caroline,4,16195,0.025,12/01/2023 01:45:35 AM
Carroll2023-12-01T01:45:35,Carroll,0,76559,0.000,12/01/2023 01:45:35 AM
Talbot2023-11-15T09:30:35,Talbot,0,23727,0.000,11/15/2023 09:30:35 AM
Washington2023-11-15T09:30:35,Washington,1,53964,0.002,11/15/2023 09:30:35 AM
Garrett2023-11-19T09:15:36,Garrett,0,20424,0.000,11/19/2023 09:15:36 AM
Harford2023-11-19T09:15:36,Harford,4,114808,0.003,11/19/2023 09:15:36 AM
Howard2023-11-19T09:15:36,Howard,21,139315,0.015,11/19/2023 09:15:36 AM
Kent2023-11-19T09:15:36,Kent,0,12369,0.000,11/19/2023 09:15:36 AM
Montgomery2023-11-19T09:15:36,Montgomery,179,383408,0.047,11/19/2023 09:15:36 AM
Prince_George's2023-11-19T09:15:36,Prince George's,18,350565,0.005,11/19/2023 09:15:36 AM
Queen_Anne's2023-11-19T09:15:36,Queen Anne's,0,27556,0.000,11/19/2023 09:15:36 AM
Somerset2023-11-19T09:15:36,Somerset,0,11428,0.000,11/19/2023 09:15:36 AM
St._Mary's2023-11-19T09:15:36,St. Mary's,0,56107,0.000,11/19/2023 09:15:36 AM
Talbot2023-11-19T09:15:36,Talbot,0,23724,0.000,11/19/2023 09:15:36 AM
Washington2023-11-19T09:15:36,Washington,0,53965,0.000,11/19/2023 09:15:36 AM
Wicomico2023-11-19T09:15:36,Wicomico,71,50337,0.141,11/19/2023 09:15:36 AM
Worcester2023-11-19T09:15:36,Worcester,0,60025,0.000,11/19/2023 09:15:36 AM
Wicomico2023-11-15T09:30:35,Wicomico,1,50331,0.002,11/15/2023 09:30:35 AM
Worcester2023-11-15T09:30:35,Worcester,1,60029,0.002,11/15/2023 09:30:35 AM
Frederick2023-11-16T16:15:36,Frederick,18,116374,0.015,11/16/2023 04:15:36 PM
Garrett2023-11-16T16:15:36,Garrett,0,20424,0.000,11/16/2023 04:15:36 PM
Harford2023-11-16T16:15:36,Harford,4,114789,0.003,11/16/2023 04:15:36 PM
Howard2023-11-16T16:15:36,Howard,0,139306,0.000,11/16/2023 04:15:36 PM
Kent2023-11-16T16:15:36,Kent,0,12365,0.000,11/16/2023 04:15:36 PM
Montgomery2023-11-16T16:15:36,Montgomery,4,383404,0.001,11/16/2023 04:15:36 PM
Prince_George's2023-11-16T16:15:36,Prince George's,0,350549,0.000,11/16/2023 04:15:36 PM
Caroline2023-11-20T19:15:36,Caroline,0,16267,0.000,11/20/2023 07:15:36 PM
Carroll2023-11-20T19:15:36,Carroll,0,76548,0.000,11/20/2023 07:15:36 PM
Cecil2023-12-01T01:45:35,Cecil,0,50422,0.000,12/01/2023 01:45:35 AM
Charles2023-12-01T01:45:35,Charles,0,71555,0.000,12/01/2023 01:45:35 AM
Dorchester2023-12-01T01:45:35,Dorchester,0,19786,0.000,12/01/2023 01:45:35 AM
Frederick2023-12-01T01:45:35,Frederick,0,116376,0.000,12/01/2023 01:45:35 AM
Garrett2023-12-01T01:45:35,Garrett,0,20424,0.000,12/01/2023 01:45:35 AM
Queen_Anne's2023-11-16T16:15:36,Queen Anne's,0,27556,0.000,11/16/2023 04:15:36 PM
Somerset2023-11-16T16:15:36,Somerset,0,11411,0.000,11/16/2023 04:15:36 PM
St._Mary's2023-11-16T16:15:36,St. Mary's,76,56107,0.135,11/16/2023 04:15:36 PM
Talbot2023-11-16T16:15:36,Talbot,0,23706,0.000,11/16/2023 04:15:36 PM
Washington2023-11-16T16:15:36,Washington,0,53965,0.000,11/16/2023 04:15:36 PM
Wicomico2023-11-16T16:15:36,Wicomico,0,50308,0.000,11/16/2023 04:15:36 PM
Worcester2023-11-16T16:15:36,Worcester,0,60008,0.000,11/16/2023 04:15:36 PM
Baltimore2023-11-16T17:30:35,Baltimore,13,377937,0.003,11/16/2023 05:30:35 PM
Baltimore_City2023-11-16T17:30:35,Baltimore City,4,286574,0.001,11/16/2023 05:30:35 PM
Calvert2023-11-16T17:30:35,Calvert,0,41931,0.000,11/16/2023 05:30:35 PM
Caroline2023-11-16T17:30:35,Caroline,0,16257,0.000,11/16/2023 05:30:35 PM
Allegany2023-11-15T09:45:42,Allegany,22,37284,0.059,11/15/2023 09:45:42 AM
Allegany2023-11-19T09:30:35,Allegany,6,37284,0.016,11/19/2023 09:30:35 AM
Anne_Arundel2023-11-19T09:30:35,Anne Arundel,45,262724,0.017,11/19/2023 09:30:35 AM
Baltimore2023-11-19T09:30:35,Baltimore,36,378048,0.010,11/19/2023 09:30:35 AM
Baltimore_City2023-11-19T09:30:35,Baltimore City,4,286737,0.001,11/19/2023 09:30:35 AM
Calvert2023-11-19T09:30:35,Calvert,1,41932,0.002,11/19/2023 09:30:35 AM
Caroline2023-11-19T09:30:35,Caroline,55,16283,0.338,11/19/2023 09:30:35 AM
Carroll2023-11-19T09:30:35,Carroll,4,76549,0.005,11/19/2023 09:30:35 AM
Cecil2023-11-19T09:30:35,Cecil,0,50437,0.000,11/19/2023 09:30:35 AM
Charles2023-11-19T09:30:35,Charles,1,71555,0.001,11/19/2023 09:30:35 AM
Dorchester2023-11-19T09:30:35,Dorchester,4,19981,0.020,11/19/2023 09:30:35 AM
Frederick2023-11-19T09:30:35,Frederick,1,116375,0.001,11/19/2023 09:30:35 AM
Garrett2023-11-19T09:30:35,Garrett,0,20424,0.000,11/19/2023 09:30:35 AM
Harford2023-11-19T09:30:35,Harford,4,114808,0.003,11/19/2023 09:30:35 AM
Howard2023-11-19T09:30:35,Howard,21,139315,0.015,11/19/2023 09:30:35 AM
Kent2023-11-19T09:30:35,Kent,0,12369,0.000,11/19/2023 09:30:35 AM
Montgomery2023-11-19T09:30:35,Montgomery,180,383408,0.047,11/19/2023 09:30:35 AM
Prince_George's2023-11-19T09:30:35,Prince George's,18,350565,0.005,11/19/2023 09:30:35 AM
Queen_Anne's2023-11-19T09:30:35,Queen Anne's,0,27556,0.000,11/19/2023 09:30:35 AM
Somerset2023-11-19T09:30:35,Somerset,0,11428,0.000,11/19/2023 09:30:35 AM
St._Mary's2023-11-19T09:30:35,St. Mary's,0,56107,0.000,11/19/2023 09:30:35 AM
Harford2023-12-01T01:45:35,Harford,4,114834,0.003,12/01/2023 01:45:35 AM
Talbot2023-11-19T09:30:35,Talbot,0,23721,0.000,11/19/2023 09:30:35 AM
Washington2023-11-19T09:30:35,Washington,0,53965,0.000,11/19/2023 09:30:35 AM
Howard2023-12-01T01:45:35,Howard,4,139366,0.003,12/01/2023 01:45:35 AM
Anne_Arundel2023-11-15T09:45:42,Anne Arundel,19,262578,0.007,11/15/2023 09:45:42 AM
Baltimore2023-11-15T09:45:42,Baltimore,40,377980,0.011,11/15/2023 09:45:42 AM
Baltimore_City2023-11-15T09:45:42,Baltimore City,51,286529,0.018,11/15/2023 09:45:42 AM
Calvert2023-11-15T09:45:42,Calvert,0,41932,0.000,11/15/2023 09:45:42 AM
Kent2023-12-01T01:45:35,Kent,0,12353,0.000,12/01/2023 01:45:35 AM
Montgomery2023-12-01T01:45:35,Montgomery,0,383403,0.000,12/01/2023 01:45:35 AM
Prince_George's2023-12-01T01:45:35,Prince George's,8,350580,0.002,12/01/2023 01:45:35 AM
Queen_Anne's2023-12-01T01:45:35,Queen Anne's,4,27555,0.015,12/01/2023 01:45:35 AM
Somerset2023-12-01T01:45:35,Somerset,0,11392,0.000,12/01/2023 01:45:35 AM
St._Mary's2023-12-01T01:45:35,St. Mary's,0,56107,0.000,12/01/2023 01:45:35 AM
Talbot2023-12-01T01:45:35,Talbot,0,23712,0.000,12/01/2023 01:45:35 AM
Washington2023-12-01T01:45:35,Washington,1,53965,0.002,12/01/2023 01:45:35 AM
Wicomico2023-12-01T01:45:35,Wicomico,0,50293,0.000,12/01/2023 01:45:35 AM
Worcester2023-12-01T01:45:35,Worcester,0,59895,0.000,12/01/2023 01:45:35 AM
Howard2023-12-01T02:00:42,Howard,4,139366,0.003,12/01/2023 02:00:42 AM
Kent2023-12-01T02:00:42,Kent,0,12353,0.000,12/01/2023 02:00:42 AM
Montgomery2023-12-01T02:00:42,Montgomery,0,383403,0.000,12/01/2023 02:00:42 AM
Prince_George's2023-12-01T02:00:42,Prince George's,8,350580,0.002,12/01/2023 02:00:42 AM
Queen_Anne's2023-12-01T02:00:42,Queen Anne's,4,27555,0.015,12/01/2023 02:00:42 AM
Somerset2023-12-01T02:00:42,Somerset,0,11392,0.000,12/01/2023 02:00:42 AM
St._Mary's2023-12-01T02:00:42,St. Mary's,0,56107,0.000,12/01/2023 02:00:42 AM
Caroline2023-11-15T09:45:42,Caroline,0,16281,0.000,11/15/2023 09:45:42 AM
Wicomico2023-11-19T09:30:35,Wicomico,71,50337,0.141,11/19/2023 09:30:35 AM
Worcester2023-11-19T09:30:35,Worcester,0,60025,0.000,11/19/2023 09:30:35 AM
Cecil2023-11-20T19:15:36,Cecil,4,50432,0.008,11/20/2023 07:15:36 PM
Charles2023-11-20T19:15:36,Charles,1,71555,0.001,11/20/2023 07:15:36 PM
Carroll2023-11-15T09:45:42,Carroll,0,76539,0.000,11/15/2023 09:45:42 AM
Cecil2023-11-15T09:45:42,Cecil,15,50451,0.030,11/15/2023 09:45:42 AM
Charles2023-11-15T09:45:42,Charles,3,71555,0.004,11/15/2023 09:45:42 AM
Dorchester2023-11-15T09:45:42,Dorchester,5,19964,0.025,11/15/2023 09:45:42 AM
Frederick2023-11-15T09:45:42,Frederick,19,116374,0.016,11/15/2023 09:45:42 AM
Garrett2023-11-15T09:45:42,Garrett,0,20424,0.000,11/15/2023 09:45:42 AM
Harford2023-11-15T09:45:42,Harford,0,114782,0.000,11/15/2023 09:45:42 AM
Howard2023-11-15T09:45:42,Howard,0,139318,0.000,11/15/2023 09:45:42 AM
Kent2023-11-15T09:45:42,Kent,0,12365,0.000,11/15/2023 09:45:42 AM
Montgomery2023-11-15T09:45:42,Montgomery,18,383405,0.005,11/15/2023 09:45:42 AM
Prince_George's2023-11-15T09:45:42,Prince George's,31,350538,0.009,11/15/2023 09:45:42 AM
Queen_Anne's2023-11-15T09:45:42,Queen Anne's,0,27554,0.000,11/15/2023 09:45:42 AM
Somerset2023-11-15T09:45:42,Somerset,4,11427,0.035,11/15/2023 09:45:42 AM
St._Mary's2023-11-15T09:45:42,St. Mary's,2,56107,0.004,11/15/2023 09:45:42 AM
Talbot2023-11-15T09:45:42,Talbot,0,23727,0.000,11/15/2023 09:45:42 AM
Washington2023-11-15T09:45:42,Washington,1,53964,0.002,11/15/2023 09:45:42 AM
Wicomico2023-11-15T09:45:42,Wicomico,2,50330,0.004,11/15/2023 09:45:42 AM
Worcester2023-11-15T09:45:42,Worcester,2,60027,0.003,11/15/2023 09:45:42 AM
Allegany2023-11-16T16:30:35,Allegany,1,37284,0.003,11/16/2023 04:30:35 PM
Dorchester2023-11-20T19:15:36,Dorchester,0,19968,0.000,11/20/2023 07:15:36 PM
Frederick2023-11-20T19:15:36,Frederick,0,116375,0.000,11/20/2023 07:15:36 PM
Garrett2023-11-20T19:15:36,Garrett,0,20424,0.000,11/20/2023 07:15:36 PM
Harford2023-11-20T19:15:36,Harford,4,114809,0.003,11/20/2023 07:15:36 PM
Talbot2023-12-01T02:00:42,Talbot,0,23712,0.000,12/01/2023 02:00:42 AM
Howard2023-11-20T19:15:36,Howard,4,139316,0.003,11/20/2023 07:15:36 PM
Kent2023-11-20T19:15:36,Kent,0,12368,0.000,11/20/2023 07:15:36 PM
Allegany2023-11-19T09:45:40,Allegany,6,37284,0.016,11/19/2023 09:45:40 AM
Anne_Arundel2023-11-19T09:45:40,Anne Arundel,101,262724,0.038,11/19/2023 09:45:40 AM
Baltimore2023-11-19T09:45:40,Baltimore,28,378048,0.007,11/19/2023 09:45:40 AM
Baltimore_City2023-11-19T09:45:40,Baltimore City,4,286737,0.001,11/19/2023 09:45:40 AM
Calvert2023-11-19T09:45:40,Calvert,1,41932,0.002,11/19/2023 09:45:40 AM
Caroline2023-11-19T09:45:40,Caroline,55,16283,0.338,11/19/2023 09:45:40 AM
Allegany2023-11-15T10:00:40,Allegany,32,37284,0.086,11/15/2023 10:00:40 AM
Carroll2023-11-19T09:45:40,Carroll,8,76549,0.010,11/19/2023 09:45:40 AM
Cecil2023-11-19T09:45:40,Cecil,0,50437,0.000,11/19/2023 09:45:40 AM
Charles2023-11-19T09:45:40,Charles,0,71555,0.000,11/19/2023 09:45:40 AM
Dorchester2023-11-19T09:45:40,Dorchester,4,19981,0.020,11/19/2023 09:45:40 AM
Frederick2023-11-19T09:45:40,Frederick,1,116375,0.001,11/19/2023 09:45:40 AM
Garrett2023-11-19T09:45:40,Garrett,0,20424,0.000,11/19/2023 09:45:40 AM
Washington2023-12-01T02:00:42,Washington,1,53965,0.002,12/01/2023 02:00:42 AM
Wicomico2023-12-01T02:00:42,Wicomico,0,50293,0.000,12/01/2023 02:00:42 AM
Worcester2023-12-01T02:00:42,Worcester,0,59895,0.000,12/01/2023 02:00:42 AM
Allegany2023-12-01T02:15:34,Allegany,0,37286,0.000,12/01/2023 02:15:34 AM
Anne_Arundel2023-12-01T02:15:34,Anne Arundel,4,262828,0.002,12/01/2023 02:15:34 AM
Anne_Arundel2023-11-15T10:00:40,Anne Arundel,19,262578,0.007,11/15/2023 10:00:40 AM
Baltimore2023-11-15T10:00:40,Baltimore,48,377980,0.013,11/15/2023 10:00:40 AM
Baltimore_City2023-11-15T10:00:40,Baltimore City,51,286529,0.018,11/15/2023 10:00:40 AM
Calvert2023-11-15T10:00:40,Calvert,0,41932,0.000,11/15/2023 10:00:40 AM
Caroline2023-11-15T10:00:40,Caroline,0,16281,0.000,11/15/2023 10:00:40 AM
Carroll2023-11-15T10:00:40,Carroll,0,76539,0.000,11/15/2023 10:00:40 AM
Cecil2023-11-15T10:00:40,Cecil,15,50451,0.030,11/15/2023 10:00:40 AM
Charles2023-11-15T10:00:40,Charles,3,71555,0.004,11/15/2023 10:00:40 AM
Dorchester2023-11-15T10:00:40,Dorchester,5,19964,0.025,11/15/2023 10:00:40 AM
Frederick2023-11-15T10:00:40,Frederick,20,116374,0.017,11/15/2023 10:00:40 AM
Garrett2023-11-15T10:00:40,Garrett,0,20424,0.000,11/15/2023 10:00:40 AM
Harford2023-11-19T09:45:40,Harford,4,114808,0.003,11/19/2023 09:45:40 AM
Baltimore2023-12-01T02:15:34,Baltimore,4,378245,0.001,12/01/2023 02:15:34 AM
Baltimore_City2023-12-01T02:15:34,Baltimore City,6,287029,0.002,12/01/2023 02:15:34 AM
Calvert2023-12-01T02:15:34,Calvert,19,41937,0.045,12/01/2023 02:15:34 AM
Harford2023-11-15T10:00:40,Harford,0,114782,0.000,11/15/2023 10:00:40 AM
Howard2023-11-15T10:00:40,Howard,0,139318,0.000,11/15/2023 10:00:40 AM
Kent2023-11-15T10:00:40,Kent,0,12365,0.000,11/15/2023 10:00:40 AM
Montgomery2023-11-15T10:00:40,Montgomery,88,383405,0.023,11/15/2023 10:00:40 AM
Prince_George's2023-11-15T10:00:40,Prince George's,33,350538,0.009,11/15/2023 10:00:40 AM
Howard2023-11-19T09:45:40,Howard,21,139315,0.015,11/19/2023 09:45:40 AM
Kent2023-11-19T09:45:40,Kent,0,12369,0.000,11/19/2023 09:45:40 AM
Montgomery2023-11-19T09:45:40,Montgomery,182,383408,0.047,11/19/2023 09:45:40 AM
Prince_George's2023-11-19T09:45:40,Prince George's,14,350565,0.004,11/19/2023 09:45:40 AM
Queen_Anne's2023-11-15T10:00:40,Queen Anne's,0,27553,0.000,11/15/2023 10:00:40 AM
Queen_Anne's2023-11-19T09:45:40,Queen Anne's,0,27556,0.000,11/19/2023 09:45:40 AM
Somerset2023-11-19T09:45:40,Somerset,0,11428,0.000,11/19/2023 09:45:40 AM
St._Mary's2023-11-19T09:45:40,St. Mary's,0,56107,0.000,11/19/2023 09:45:40 AM
Talbot2023-11-19T09:45:40,Talbot,0,23721,0.000,11/19/2023 09:45:40 AM
